t,x,y,z,K11,K12,K13,K21,K22,K23,K31,K32,K33,D11,D12,D13,D21,D22,D23,D31,D32,D33
2.310000000000000109e-01,4.084627318268276852e-01,2.266362478345461950e-01,2.456392983729974167e-01,2.527470056671789109e+02,9.211743028003681388e+00,-4.580231440345610139e+01,9.211743028003681388e+00,1.598097752355550938e+02,5.872148509144445683e+01,-4.580231440345610139e+01,5.872148509144445683e+01,-5.736634535714480876e+01,1.589800430127639608e+01,-6.902195233602437696e+00,2.343503561193366025e+01,-6.902195233602437696e+00,6.009393099023123597e+01,-2.825654055988178204e+00,2.343503561193366025e+01,-2.825654055988178204e+00,4.097417131648701627e+01
2.320000000000000118e-01,4.078806209889708212e-01,2.278670834924164113e-01,2.465608380614322803e-01,2.528875590925024142e+02,9.174645802766342229e+00,-4.592987991864855246e+01,9.174645802766342229e+00,1.597182399758249289e+02,5.917255657830708060e+01,-4.592987991864855246e+01,5.917255657830708060e+01,-5.864232044405826372e+01,1.581640651910744744e+01,-6.930447490966722413e+00,2.337410940942766402e+01,-6.930447490966722413e+00,6.003223497336406211e+01,-2.980679868621767259e+00,2.337410940942766402e+01,-2.980679868621767259e+00,4.102575242172250114e+01
2.330000000000000127e-01,4.072979210411289408e-01,2.291029813586235864e-01,2.474757748954491965e-01,2.530270711754589001e+02,9.137247987617069356e+00,-4.605689838023033644e+01,9.137247987617069356e+00,1.596260151943382368e+02,5.962411640197641560e+01,-4.605689838023033644e+01,5.962411640197641560e+01,-5.991643617848078662e+01,1.573545627220562970e+01,-6.958431420586479454e+00,2.331278803155206703e+01,-6.958431420586479454e+00,5.996922157925516217e+01,-3.135399899850287220e+00,2.331278803155206703e+01,-3.135399899850287220e+00,4.107658382095691962e+01
2.340000000000000135e-01,4.067144197202700040e-01,2.303441187993491013e-01,2.483839734752189277e-01,2.531655373387406485e+02,9.099552427828413670e+00,-4.618337624191649127e+01,9.099552427828413670e+00,1.595330795168831912e+02,6.007611267788959708e+01,-4.618337624191649127e+01,6.007611267788959708e+01,-6.118865387101652686e+01,1.565515637407242799e+01,-6.986141278858209347e+00,2.325107721435665198e+01,-6.986141278858209347e+00,5.990490258000821200e+01,-3.289771865478687385e+00,2.325107721435665198e+01,-3.289771865478687385e+00,4.112665287242191425e+01
2.350000000000000144e-01,4.061299147711660007e-01,2.315906697187402052e-01,2.492853164017318213e-01,2.533029529390092023e+02,9.061561944251819156e+00,-4.630932004733360685e+01,9.061561944251819156e+00,1.594394123566329711e+02,6.052849298503782904e+01,-4.630932004733360685e+01,6.052849298503782904e+01,-6.245893408635749466e+01,1.557550970902837051e+01,-7.013571375204707081e+00,2.318898268265934703e+01,-7.013571375204707081e+00,5.983928941199810225e+01,-3.443753164901391273e+00,2.318898268265934703e+01,-3.443753164901391273e+00,4.117594551404337722e+01
2.360000000000000153e-01,4.055442141485342544e-01,2.328428039084343981e-01,2.501797044083233779e-01,2.534393132727461477e+02,9.023279336693619257e+00,-4.643473642743138896e+01,9.023279336693619257e+00,1.593449939384215952e+02,6.098120438733925397e+01,-4.643473642743138896e+01,6.098120438733925397e+01,-6.372723662476870032e+01,1.549651922737282739e+01,-7.040716075745353741e+00,2.312651014602885624e+01,-7.040716075745353741e+00,5.977239316175653983e+01,-3.597300900432834236e+00,2.312651014602885624e+01,-3.597300900432834236e+00,4.122444624390037404e+01
2.370000000000000162e-01,4.049571361845343831e-01,2.341006864289547629e-01,2.510670564185121800e-01,2.535746135821966334e+02,8.984707387229123654e+00,-4.655963209771441313e+01,8.984707387229123654e+00,1.592498053225499177e+02,6.143419345559853895e+01,-4.655963209771441313e+01,6.143419345559853895e+01,-6.499352050528301561e+01,1.541818794046891306e+01,-7.067569806848394975e+00,2.306366529461760706e+01,-7.067569806848394975e+00,5.970422455228352021e+01,-3.750371897062893201e+00,2.306366529461760706e+01,-3.750371897062893201e+00,4.127213810284523987e+01
2.380000000000000171e-01,4.043685097211223711e-01,2.353644770256171359e-01,2.519473095311269839e-01,2.537088490613956822e+02,8.945848863446938637e+00,-4.668401385529546843e+01,8.945848863446938637e+00,1.591538284280897244e+02,6.188740629003579841e+01,-4.668401385529546843e+01,6.188740629003579841e+01,-6.625774395066204647e+01,1.534051891576149096e+01,-7.094127058557466725e+00,2.300045379484737396e+01,-7.094127058557466725e+00,5.963479392980323723e+01,-3.902922722621158691e+00,2.300045379484737396e+01,-3.902922722621158691e+00,4.131900265933560235e+01
2.390000000000000180e-01,4.037781742068710100e-01,2.366343295812576020e-01,2.528204189341501928e-01,2.538420148622703891e+02,8.906706521615967986e+00,-4.680788857577260842e+01,8.906706521615967986e+00,1.590570460556549790e+02,6.234078854336664222e+01,-4.680788857577260842e+01,6.234078854336664222e+01,-6.751986437417676257e+01,1.526351527173683920e+01,-7.120382387885085151e+00,2.293688128495135459e+01,-7.120382387885085151e+00,5.956411125098404824e+01,-4.054909708333749307e+00,2.293688128495135459e+01,-4.054909708333749307e+00,4.136501999652742967e+01
2.399999999999999911e-01,4.031859797579989135e-01,2.379103916077580649e-01,2.536863577491120791e-01,2.539741061008083420e+02,8.867283109767637228e+00,-4.693126320993192024e+01,8.867283109767637228e+00,1.589594419096087563e+02,6.279428544441457660e+01,-4.693126320993192024e+01,6.279428544441457660e+01,-6.877983836825893604e+01,1.518718017283196353e+01,-7.146330421965867430e+00,2.287295337037606302e+01,-7.146330421965867430e+00,5.949218607064019437e+01,-4.206288969755680007e+00,2.287295337037606302e+01,-4.206288969755680007e+00,4.141016870167342745e+01
2.409999999999999920e-01,4.025917871834782669e-01,2.391928037779852412e-01,2.545451168082902282e-01,2.541051178632850167e+02,8.827581370686251816e+00,-4.705414478027893210e+01,8.827581370686251816e+00,1.588610006196758491e+02,6.324784182223626772e+01,-4.705414478027893210e+01,6.324784182223626772e+01,-7.003762169507119495e+01,1.511151682430174503e+01,-7.171965861062655989e+00,2.280867561904701901e+01,-7.171965861062655989e+00,5.941902752993374293e+01,-4.357016428061384339e+00,2.280867561904701901e+01,-4.357016428061384339e+00,4.145442585786847189e+01
2.419999999999999929e-01,4.019954679742325232e-01,2.404816994994128376e-01,2.553967043673233128e-01,2.542350452125414506e+02,8.787604044800550795e+00,-4.717654037740131656e+01,8.787604044800550795e+00,1.587617077619311772e+02,6.370140213073941737e+01,-4.717654037740131656e+01,6.370140213073941737e+01,-7.129316927904031331e+01,1.503652846705189994e+01,-7.197283481418870643e+00,2.274405355650242200e+01,-7.197283481418870643e+00,5.934464434509308717e+01,-4.507047831675470739e+00,2.274405355650242200e+01,-4.507047831675470739e+00,4.149776703817950363e+01
2.429999999999999938e-01,4.013969042565809220e-01,2.417772045303360762e-01,2.562411457562347450e-01,2.543638831943048899e+02,8.747353872969826583e+00,-4.729845715616666979e+01,8.747353872969826583e+00,1.586615498791346113e+02,6.415491047377282996e+01,-4.729845715616666979e+01,6.415491047377282996e+01,-7.254643520139569546e+01,1.496221837244565656e+01,-7.222278137950863375e+00,2.267909266089944964e+01,-7.222278137950863375e+00,5.926904479666559666e+01,-4.656338778225507014e+00,2.267909266089944964e+01,-4.656338778225507014e+00,4.154016630219408768e+01
2.439999999999999947e-01,4.007959887102474639e-01,2.430794366392309835e-01,2.570784829721700637e-01,2.544916268435439974e+02,8.706833599158315451e+00,-4.741990233175866365e+01,8.706833599158315451e+00,1.585605145003833343e+02,6.460831063066714819e+01,-4.741990233175866365e+01,6.460831063066714819e+01,-7.379737269675098332e+01,1.488858983709189943e+01,-7.246944766774221058e+00,2.261379835789796289e+01,-7.246944766774221058e+00,5.919223671931951714e+01,-4.804844736798091986e+00,2.261379835789796289e+01,-4.804844736798091986e+00,4.158159619501749660e+01
2.449999999999999956e-01,4.001926244513965836e-01,2.443885053074539848e-01,2.579087742174721032e-01,2.546182711908516296e+02,8.666045972991806678e+00,-4.754088317555596177e+01,8.666045972991806678e+00,1.584585901600547402e+02,6.506154608220495561e+01,-4.754088317555596177e+01,6.506154608220495561e+01,-7.504593415176364601e+01,1.481564617762238534e+01,-7.271278387558448131e+00,2.254817601542678318e+01,-7.271278387558448131e+00,5.911422749221082995e+01,-4.952521070479372511e+00,2.254817601542678318e+01,-4.952521070479372511e+00,4.162202774874462108e+01
2.459999999999999964e-01,3.995867248813333994e-01,2.457045114751431891e-01,2.587320933869765027e-01,2.547438112688474519e+02,8.624993752190778906e+00,-4.766140701085814158e+01,8.624993752190778906e+00,1.583557664160117611e+02,6.551456003699779274e+01,-4.766140701085814158e+01,6.551456003699779274e+01,-7.629207110590380125e+01,1.474339072546539242e+01,-7.295274105704669942e+00,2.248223093833796327e+01,-7.295274105704669942e+00,5.903502402992945974e+01,-5.099323059160663085e+00,2.248223093833796327e+01,-5.099323059160663085e+00,4.166143048642886271e+01
2.469999999999999973e-01,3.989782135016589626e-01,2.470275473298282065e-01,2.595485295086613631e-01,2.548682421185940541e+02,8.583679704874716876e+00,-4.778148120846337576e+01,8.583679704874716876e+00,1.582520338670455260e+02,6.596729545824800311e+01,-4.778148120846337576e+01,6.596729545824800311e+01,-7.753573425435975253e+01,1.467182682162314578e+01,-7.318927114341489570e+00,2.241596836295480699e+01,-7.318927114341489570e+00,5.895463277403838731e+01,-5.245205922589745384e+00,2.241596836295480699e+01,-5.245205922589745384e+00,4.169977242856576538e+01
2.479999999999999982e-01,3.983670236968495648e-01,2.483576961369478031e-01,2.603581861419806964e-01,2.549915587960186656e+02,8.542106611732593890e+00,-4.790111318210308156e+01,8.542106611732593890e+00,1.581473841695291185e+02,6.641969509087228118e+01,-4.790111318210308156e+01,6.641969509087228118e+01,-7.877687345310422984e+01,1.460095781145991189e+01,-7.342232696134439074e+00,2.234939345151951784e+01,-7.342232696134439074e+00,5.887305968521884125e+01,-5.390124843648179009e+00,2.234939345151951784e+01,-5.390124843648179009e+00,4.173702010210566726e+01
2.489999999999999991e-01,3.977530984853818730e-01,2.496950321111584548e-01,2.611611807383894535e-01,2.551137563783348412e+02,8.500277268054915680e+00,-4.802031038373878147e+01,8.500277268054915680e+00,1.580418100532588426e+02,6.687170148896420585e+01,-4.802031038373878147e+01,6.687170148896420585e+01,-8.001543772614148509e+01,1.453078703950769501e+01,-7.365186224904888057e+00,2.228251128654683910e+01,-7.365186224904888057e+00,5.879031023603322836e+01,-5.534034991834792194e+00,2.228251128654683910e+01,-5.534034991834792194e+00,4.177313855200458192e+01
2.500000000000000000e-01,3.971363902407070157e-01,2.510396203270234272e-01,2.619576439686966407e-01,2.552348299704573549e+02,8.458194485623018011e+00,-4.813908029872703054e+01,8.458194485623018011e+00,1.579353053364594075e+02,6.732325704357229768e+01,-4.813908029872703054e+01,6.732325704357229768e+01,-8.125137527495128609e+01,1.446131784429601375e+01,-7.387783167054705835e+00,2.221532686509013388e+01,-7.387783167054705835e+00,5.870638940431770436e+01,-5.676891546935469712e+00,2.221532686509013388e+01,-5.676891546935469712e+00,4.180809135531938381e+01
2.510000000000000009e-01,3.965168603835257932e-01,2.523915166674082777e-01,2.627477190219798531e-01,2.553547747114046729e+02,8.415861094451825508e+00,-4.825743044085837141e+01,8.415861094451825508e+00,1.578278649399307483e+02,6.777430401077030808e+01,-4.825743044085837141e+01,6.777430401077030808e+01,-8.248463349014245694e+01,1.439255355321206586e+01,-7.410019082793330547e+00,2.214784509292655557e+01,-7.410019082793330547e+00,5.862130166721368596e+01,-5.818649722859258411e+00,2.214784509292655557e+01,-5.818649722859258411e+00,4.184184063784772434e+01
2.520000000000000018e-01,3.958944790469910435e-01,2.537507678076535989e-01,2.635315608808569965e-01,2.554735857806830381e+02,8.373279944382559847e+00,-4.837536834727668378e+01,8.373279944382559847e+00,1.577194849003155639e+02,6.822478453999625003e+01,-4.837536834727668378e+01,6.822478453999625003e+01,-8.371515896532433487e+01,1.432449747739745760e+01,-7.431889627164440348e+00,2.208007077866850310e+01,-7.431889627164440348e+00,5.853505099584900506e+01,-5.959264791620820567e+00,2.208007077866850310e+01,-5.959264791620820567e+00,4.187434709331050442e+01
2.530000000000000027e-01,3.952692247166016415e-01,2.551174112333728372e-01,2.643093355779308484e-01,2.555912584046471352e+02,8.330453906522373941e+00,-4.849290157328552198e+01,8.330453906522373941e+00,1.576101623824673652e+02,6.867464070263652332e+01,-4.849290157328552198e+01,6.867464070263652332e+01,-8.494289751320067694e+01,1.425715290668703084e+01,-7.453390550869692710e+00,2.201200862780822831e+01,-7.453390550869692710e+00,5.844764085067576787e+01,-6.098692107449265265e+00,2.201200862780822831e+01,-6.098692107449265265e+00,4.190557000506867524e+01
2.540000000000000036e-01,3.946410838467233617e-01,2.564914752895248728e-01,2.650812194382028975e-01,2.557077878628322765e+02,8.287385874528270691e+00,-4.861003768704841121e+01,8.287385874528270691e+00,1.574998956909004733e+02,6.912381452083167233e+01,-4.861003768704841121e+01,6.912381452083167233e+01,-8.616779418388668432e+01,1.419052310459556487e+01,-7.474517700887671090e+00,2.194366323670341146e+01,-7.474517700887671090e+00,5.835907417747362302e+01,-6.236887131003537199e+00,2.194366323670341146e+01,-6.236887131003537199e+00,4.193546727036371635e+01
2.550000000000000044e-01,3.940100504557909611e-01,2.578729792582353797e-01,2.658473983122160433e-01,2.558231694942534773e+02,8.244078765733112490e+00,-4.872678426419019360e+01,8.244078765733112490e+00,1.573886842803042612e+02,6.957224799648021474e+01,-4.872678426419019360e+01,6.957224799648021474e+01,-8.738979328544571956e+01,1.412461130335717208e+01,-7.495267020886362985e+00,2.187503908651082085e+01,-7.495267020886362985e+00,5.826935340402429375e+01,-6.373805453674544985e+00,2.187503908651082085e+01,-6.373805453674544985e+00,4.196399542706512875e+01
2.560000000000000053e-01,3.933761257023901114e-01,2.592619334626997674e-01,2.666080668045739399e-01,2.559373987036673554e+02,8.200535522111900733e+00,-4.884314888230688467e+01,8.200535522111900733e+00,1.572765287651052120e+02,7.001988314041716421e+01,-4.884314888230688467e+01,7.001988314041716421e+01,-8.860883840663851174e+01,1.405942069902259028e+01,-7.515634551428209242e+00,2.180614053707633104e+01,-7.515634551428209242e+00,5.817848043746319320e+01,-6.509402821954472174e+00,2.180614053707633104e+01,-6.509402821954472174e+00,4.199110968290572288e+01
2.570000000000000062e-01,3.927393174445418800e-01,2.606583393943818772e-01,2.673634275023930029e-01,2.560504709677928759e+02,8.156759111087062308e+00,-4.895913911539179253e+01,8.156759111087062308e+00,1.571634309280621267e+02,7.046666200174395556e+01,-4.895913911539179253e+01,7.046666200174395556e+01,-8.982487244187358044e+01,1.399495444661861931e+01,-7.535616429967060270e+00,2.173697182078891643e+01,-7.535616429967060270e+00,5.808645666231274163e+01,-6.643635161853901572e+00,2.173697182078891643e+01,-6.643635161853901572e+00,4.201676394718008112e+01
2.580000000000000071e-01,3.920996397846104320e-01,2.620621898606364519e-01,2.681136902080656359e-01,2.561623818414875586e+02,8.112752526171748357e+00,-4.907476252818574380e+01,8.112752526171748357e+00,1.570493937278801297e+02,7.091252669728673652e+01,-4.907476252818574380e+01,7.091252669728673652e+01,-9.103783761834375809e+01,1.393121565537410511e+01,-7.555208890636901486e+00,2.166753703640698347e+01,-7.555208890636901486e+00,5.799328293920090971e+01,-6.776458603347541576e+00,2.166753703640698347e+01,-6.776458603347541576e+00,4.204091086487832030e+01
2.590000000000000080e-01,3.914571126023664860e-01,2.634734691498296089e-01,2.688590711805444178e-01,2.562731269638758249e+02,8.068518787450727814e+00,-4.919002667045960209e+01,8.068518787450727814e+00,1.569344213058315916e+02,7.135741944116023205e+01,-4.919002667045960209e+01,7.135741944116023205e+01,-9.224767552532995296e+01,1.386820738401614683e+01,-7.574408263832631327e+00,2.159784014286521270e+01,-7.574408263832631327e+00,5.789895960426752453e+01,-6.907829504829694045e+00,2.159784014286521270e+01,-6.907829504829694045e+00,4.206350185322271074e+01
2.600000000000000089e-01,3.908117610788128249e-01,2.648921532109972943e-01,2.695997923891336745e-01,2.563827020644278036e+02,8.024060941898827792e+00,-4.930493907123747022e+01,8.024060941898827792e+00,1.568185189913725708e+02,7.180128257441461415e+01,-4.930493907123747022e+01,7.180128257441461415e+01,-9.345432714564920218e+01,1.380593263614021637e+01,-7.593210975583732925e+00,2.152788495307041217e+01,-7.593210975583732925e+00,5.780348646926021416e+01,-7.037704477560918548e+00,2.152788495307041217e+01,-7.037704477560918548e+00,4.208448714057129791e+01
2.610000000000000098e-01,3.901636152134509983e-01,2.663182098450897484e-01,2.703360807835446522e-01,2.564911029689848760e+02,7.979382063537325820e+00,-4.941950723296913139e+01,7.979382063537325820e+00,1.567016933067451703e+02,7.224405859474313729e+01,-4.941950723296913139e+01,7.224405859474313729e+01,-9.465773288922078166e+01,1.374439435565710887e+01,-7.611613546722022505e+00,2.145767512769491248e+01,-7.611613546722022505e+00,5.770686282232020403e+01,-7.166040410087662238e+00,2.145767512769491248e+01,-7.166040410087662238e+00,4.210381580764826026e+01
2.620000000000000107e-01,3.895127093377247496e-01,2.677515989048774858e-01,2.710681675837002813e-01,2.565983256057313042e+02,7.934485253429121698e+00,-4.953373862566039776e+01,7.934485253429121698e+00,1.565839519705571092e+02,7.268569018622885380e+01,-4.953373862566039776e+01,7.268569018622885380e+01,-9.585783262871980526e+01,1.368359542231980086e+01,-7.629612591845213565e+00,2.138721416897636018e+01,-7.629612591845213565e+00,5.760908742945811412e+01,-7.292794492616954116e+00,2.138721416897636018e+01,-7.292794492616954116e+00,4.212143583105765998e+01
2.630000000000000115e-01,3.888590816274097861e-01,2.691922725006498651e-01,2.717962875924955224e-01,2.567043660111106647e+02,7.889373639513982184e+00,-4.964764068097062477e+01,7.889373639513982184e+00,1.564653039003320032e+02,7.312612024910876585e+01,-4.964764068097062477e+01,7.312612024910876585e+01,-9.705456573728491776e+01,1.362353864733230147e+01,-7.647204818078441768e+00,2.131650541453241132e+01,-7.647204818078441768e+00,5.751015853671764688e+01,-7.417924241328858415e+00,2.131650541453241132e+01,-7.417924241328858415e+00,4.213729412903274607e+01
2.640000000000000124e-01,3.882027736167411591e-01,2.706401752089258594e-01,2.725206785344118643e-01,2.568092203356848131e+02,7.844050376285538917e+00,-4.976122078628613110e+01,7.844050376285538917e+00,1.563457592140244117e+02,7.356529192953468055e+01,-4.976122078628613110e+01,7.356529192953468055e+01,-9.824787112824247970e+01,1.356422676904285396e+01,-7.664387023636355600e+00,2.124555203119961888e+01,-7.664387023636355600e+00,5.741007387302569498e+01,-7.541387522609523053e+00,2.124555203119961888e+01,-7.541387522609523053e+00,4.215133660937059545e+01
2.650000000000000133e-01,3.875438297170734070e-01,2.720952442815020023e-01,2.732415804225743483e-01,2.569128848499364040e+02,7.798518644312157022e+00,-4.987448627877903107e+01,7.798518644312157022e+00,1.562253292304949355e+02,7.400314864931000614e+01,-4.987448627877903107e+01,7.400314864931000614e+01,-9.943768729680661522e+01,1.350566244872301169e+01,-7.681156096188872517e+00,2.117435700890527883e+01,-7.681156096188872517e+00,5.730883065372488971e+01,-7.663142577188467364e+00,2.117435700890527883e+01,-7.663142577188467364e+00,4.216350821949730232e+01
2.660000000000000142e-01,3.868822967428582893e-01,2.735574098522995379e-01,2.739592349564962115e-01,2.570153559500141114e+02,7.752781649604228775e+00,-4.998744443946096538e+01,7.752781649604228775e+00,1.561040264689434309e+02,7.443963413558276443e+01,-4.998744443946096538e+01,7.443963413558276443e+01,-1.006239523637112256e+02,1.344784826643388342e+01,-7.697509011034004089e+00,2.110292315458133672e+01,-7.697509011034004089e+00,5.720642558478479600e+01,-7.783148044163895385e+00,2.110292315458133672e+01,-7.783148044163895385e+00,4.217375299860655957e+01
2.670000000000000151e-01,3.862182234476867482e-01,2.750265951396221875e-01,2.746738849524327231e-01,2.571166301634206661e+02,7.706842622830796685e+00,-5.010010248724105253e+01,7.706842622830796685e+00,1.559818646472976695e+02,7.487469245047503819e+01,-5.010010248724105253e+01,7.487469245047503819e+01,-1.018066041207261492e+02,1.339078671698058542e+01,-7.713442829081786911e+00,2.103125308612967359e+01,-7.713442829081786911e+00,5.710285486768622576e+01,-7.901362984900621278e+00,2.103125308612967359e+01,-7.901362984900621278e+00,4.218201413181073889e+01
2.680000000000000160e-01,3.855516600731006549e-01,2.765027166416191284e-01,2.753857738078993589e-01,2.572167041546452992e+02,7.660704818388889947e+00,-5.021246757299805097e+01,7.660704818388889947e+00,1.558588586795580397e+02,7.530826802063026548e+01,-5.021246757299805097e+01,7.530826802063026548e+01,-1.029855800780080131e+02,1.333448020595541372e+01,-7.728954694653556778e+00,2.095934922644782716e+01,-7.728954694653556778e+00,5.699811420497299252e+01,-8.017746906785571781e+00,2.095934922644782716e+01,-8.017746906785571781e+00,4.218823400624130926e+01
2.690000000000000169e-01,3.848826579128012959e-01,2.779856843229295826e-01,2.760951450015811659e-01,2.573155747307402521e+02,7.614371513329247776e+00,-5.032454677367623219e+01,7.614371513329247776e+00,1.557350246720988594e+02,7.574030566665979336e+01,-5.032454677367623219e+01,7.574030566665979336e+01,-1.041608175132311374e+02,1.327893104586992301e+01,-7.744041833101375616e+00,2.088721379752451313e+01,-7.744041833101375616e+00,5.689219880646371053e+01,-8.132259786826278258e+00,2.088721379752451313e+01,-8.132259786826278258e+00,4.219235426903158270e+01
2.700000000000000178e-01,3.842112688948142729e-01,2.794754017907021826e-01,2.768022416294947941e-01,2.574132388468453314e+02,7.567846006142603166e+00,-5.043634708641524611e+01,7.567846006142603166e+00,1.556103799189290271e+02,7.617075063247109767e+01,-5.043634708641524611e+01,7.617075063247109767e+01,-1.053322535224436649e+02,1.322414145237580207e+01,-7.758701548252746605e+00,2.081484881461426184e+01,-7.758701548252746605e+00,5.678510339611622015e+01,-8.244862095078662634e+00,2.081484881461426184e+01,-8.244862095078662634e+00,4.219431588711336190e+01
2.710000000000000187e-01,3.835375451840541405e-01,2.809717664584003849e-01,2.775073059779235018e-01,2.575096936116597703e+02,7.521131615410938664e+00,-5.054787542272359246e+01,7.521131615410938664e+00,1.554849428959153954e+02,7.659954861446048824e+01,-5.054787542272359246e+01,7.659954861446048824e+01,-1.064998250725885498e+02,1.317011354057398798e+01,-7.772931219686160631e+00,2.074225608050056735e+01,-7.772931219686160631e+00,5.667682221953579358e+01,-8.355514817890586698e+00,2.074225608050056735e+01,-8.355514817890586698e+00,4.219405920875534832e+01
2.720000000000000195e-01,3.828615388076188619e-01,2.824746696960340753e-01,2.782105791333132627e-01,2.576049362928660571e+02,7.474231678328584039e+00,-5.065913860270610058e+01,7.474231678328584039e+00,1.553587332539740942e+02,7.702664579055387151e+01,-5.065913860270610058e+01,7.702664579055387151e+01,-1.076634690556289087e+02,1.311684932141117166e+01,-7.786728299843355572e+00,2.066943717985682483e+01,-7.786728299843355572e+00,5.656734905211757791e+01,-8.464179480948489598e+00,2.066943717985682483e+01,-8.464179480948489598e+00,4.219152402676983371e+01
2.730000000000000204e-01,3.821833013050197625e-01,2.839839969657014240e-01,2.789123006289690454e-01,2.576989643225069813e+02,7.427149549098306380e+00,-5.077014334935542195e+01,7.427149549098306380e+00,1.552317718112358307e+02,7.745198884907955517e+01,-5.077014334935542195e+01,7.745198884907955517e+01,-1.088231223442129050e+02,1.306435069816238936e+01,-7.800090310984553632e+00,2.059639347371457774e+01,-7.800090310984553632e+00,5.645667720781319332e+01,-8.570818172114851308e+00,2.059639347371457774e+01,-8.570818172114851308e+00,4.218664964331101430e+01
2.740000000000000213e-01,3.815028834053927342e-01,2.854996279415684679e-01,2.796127081280922466e-01,2.577917753023199907e+02,7.379888597207894918e+00,-5.088089628291777444e+01,7.379888597207894918e+00,1.551040805441928683e+02,7.787552501745801692e+01,-5.088089628291777444e+01,7.787552501745801692e+01,-1.099787218488120004e+02,1.301261946299824857e+01,-7.813014841993326520e+00,2.052312609404847521e+01,-7.813014841993326520e+00,5.634479954851032346e+01,-8.675393564044977524e+00,2.052312609404847521e+01,-8.675393564044977524e+00,4.217937493618739353e+01
2.750000000000000222e-01,3.808203347335802347e-01,2.870214366136605855e-01,2.803120371423777346e-01,2.578833670090324404e+02,7.332452205593081196e+00,-5.099140391534327676e+01,7.332452205593081196e+00,1.549756825778357268e+02,7.829720209069398607e+01,-5.099140391534327676e+01,7.829720209069398607e+01,-1.111302045762640063e+02,1.296165729363477226e+01,-7.825499545037987836e+00,2.044963593848730454e+01,-7.825499545037987836e+00,5.623170849401369509e+01,-8.777868936571978864e+00,2.044963593848730454e+01,-8.777868936571978864e+00,4.216963842660770467e+01
2.760000000000000231e-01,3.801357035467993750e-01,2.885492913750924981e-01,2.810105207851081865e-01,2.579737373996206884e+02,7.284843768692879529e+00,-5.110167264483115446e+01,7.284843768692879529e+00,1.548466021747900072e+02,7.871696845965679756e+01,-5.110167264483115446e+01,7.871696845965679756e+01,-1.122775076896500224e+02,1.291146575006369979e+01,-7.837542132096777081e+00,2.037592366516068054e+01,-7.837542132096777081e+00,5.611739603261506204e+01,-8.878208198849570465e+00,2.037592366516068054e+01,-8.878208198849570465e+00,4.215737834827918817e+01
2.770000000000000240e-01,3.794490365034260959e-01,2.900830550926046802e-01,2.817083895574131192e-01,2.580628846165384971e+02,7.237066690403760383e+00,-5.121170875048017734e+01,7.237066690403760383e+00,1.547168647234637717e+02,7.913477313913585931e+01,-5.121170875048017734e+01,7.913477313913585931e+01,-1.134205685694325041e+02,1.286204627136066314e+01,-7.849140371354389245e+00,2.030198968769056478e+01,-7.849140371354389245e+00,5.600185373223884966e+01,-8.976375911242735484e+00,2.030198968769056478e+01,-8.976375911242735484e+00,4.214253271777434406e+01
2.780000000000000249e-01,3.787603784652223693e-01,2.916225851605213082e-01,2.824058711661113774e-01,2.581508069929190583e+02,7.189124381939350883e+00,-5.132151838705478752e+01,7.189124381939350883e+00,1.545864967252178417e+02,7.955056579565835762e+01,-5.132151838705478752e+01,7.955056579565835762e+01,-1.145593248757803480e+02,1.281340017256836283e+01,-7.860292083477673053e+00,2.022783417033737408e+01,-7.860292083477673053e+00,5.588507275215015113e+01,-9.072337306957033221e+00,2.022783417033737408e+01,-9.072337306957033221e+00,4.212503940608241493e+01
2.790000000000000258e-01,3.780697723341374661e-01,2.931677335384773042e-01,2.831031903713268072e-01,2.582375030577548500e+02,7.141020259602551157e+00,-5.143110757987711423e+01,7.141020259602551157e+00,1.544555257805714916e+02,7.996429677505717848e+01,-5.143110757987711423e+01,7.996429677505717848e+01,-1.156937146120042286e+02,1.276552864165165957e+01,-7.870995137778627360e+00,2.015345702330978028e+01,-7.870995137778627360e+00,5.576704385521054519e+01,-9.166058313397728696e+00,2.015345702330978028e+01,-9.166058313397728696e+00,4.210483621125889897e+01
2.800000000000000266e-01,3.773772589245890097e-01,2.947183467734854068e-01,2.838005688618655542e-01,2.583229715410614631e+02,7.092757742477274086e+00,-5.154048221985564737e+01,7.092757742477274086e+00,1.543239805744582043e+02,8.037591712977750547e+01,-5.154048221985564737e+01,8.037591712977750547e+01,-1.168236761890249795e+02,1.271843273652103790e+01,-7.881247448272986844e+00,2.007885789824769418e+01,-7.881247448272986844e+00,5.564775742066667874e+01,-9.257505573250483621e+00,2.007885789824769418e+01,-9.257505573250483621e+00,4.208186093208703937e+01
2.810000000000000275e-01,3.766828768719232556e-01,2.962742660071355227e-01,2.844982251561690156e-01,2.584072113790310823e+02,7.044340250047176788e+00,-5.164964805866061681e+01,7.044340250047176788e+00,1.541918908605460956e+02,8.078537864591132234e+01,-5.164964805866061681e+01,8.078537864591132234e+01,-1.179491484907955936e+02,1.267211338212086247e+01,-7.891046969643067399e+00,2.000403618388796190e+01,-7.891046969643067399e+00,5.552720345745708386e+01,-9.346646465276055693e+00,2.000403618388796190e+01,-9.346646465276055693e+00,4.205605144266310447e+01
